-0.260468	1.04515	-0.145749	0.095979	-0.205968	0.338431	0.288026	0.0832466	0.439094	-0.0974631	-0.0702256	0.360768	0.0156014	0.883532	-0.158018	0.61372	-0.233636	-0.34989	0.589824	-0.0343391
-0.348231	0.608482	-0.0558805	0.0116915	0.202581	-0.277708	0.237051	-0.215983	-0.227757	0.0882567	-0.460961	-0.267592	-0.577645	-0.181222	-0.183254	0.15278	0.211676	0.450969	-0.627008	-0.0260509
-0.722834	0.505272	0.0285674	0.372108	0.248723	-0.113206	0.171456	-0.470633	-0.223131	0.0416695	-0.464751	-0.322492	-0.618888	-0.418163	-0.176217	0.127304	0.365732	0.532138	-0.662892	-0.116779
-0.475724	0.249696	-0.0827647	0.43756	0.146849	-0.138719	0.0450233	-0.277466	-0.0997517	0.0449622	-0.0900585	-0.231641	-0.423566	-0.574996	0.281705	0.0101195	0.0410923	0.25208	-0.339037	-0.404826
-0.203579	0.20719	-0.567725	-0.475359	0.138609	-0.0489859	-0.1229	-0.457681	-0.813982	0.278943	-0.563173	-0.723528	-0.569751	0.285043	0.137612	0.0622532	1.06531	0.411768	-0.030434	0.0280914
0.419203	-0.431932	-0.371539	-0.111043	-0.259553	-0.237434	-0.0276636	0.471828	-0.5789	-0.111603	0.811255	-0.0958947	0.434797	-0.631663	0.306727	-0.241972	-0.153143	-0.278144	-0.18238	0.191599
-0.205898	0.16782	-0.460929	0.284579	0.00220097	0.176324	0.422748	0.183056	0.177582	-0.18673	0.506755	0.341224	-0.110487	0.328414	0.388801	-0.119196	-0.466925	-0.293991	0.319774	0.795527
0.629121	-0.462129	-0.0470829	0.51544	0.198728	-0.24938	-0.114476	0.326241	0.301115	-0.057548	-0.0595371	0.915309	-0.600852	0.438596	-0.267169	-0.997521	-0.39885	-0.106025	0.306715	0.494324
0.340624	-0.260158	-0.566218	0.309473	0.366038	-0.453373	-0.0742579	0.403181	0.0501103	0.227742	0.000217983	0.519134	-0.648461	0.3355	0.103702	-1.09523	-0.578182	-0.489235	0.0579407	0.621818
0.430078	-0.269833	-0.618133	0.217199	-0.415887	-0.0416226	-0.776036	0.416193	-0.934892	-0.0430883	0.043988	-0.461832	0.314854	-0.033492	0.174946	0.208592	-0.124226	-0.369831	-0.419971	-0.642865
