-0.366226	-0.0535794	0.006295	-0.06091	0.185354	0.464341	-0.0916137	0.0185916	0.579288	-0.153935	-0.234483	-0.107343	-0.255823	-0.319014	-0.741862	0.0544345	-0.645733	-0.0220529	-0.303113	-0.200007
0.203086	-0.651607	-0.0554851	-0.0187072	0.00864827	-0.164796	0.136013	0.30214	0.0506901	-0.087905	-0.101404	0.156062	0.287017	-0.311157	0.250443	-0.593536	-0.676415	0.345506	0.258519	-0.247401
0.158312	-0.304212	0.0251442	-0.0801814	0.0261251	-0.131222	-0.117626	0.381416	-0.342643	-0.271743	-0.152391	-0.179209	0.44921	-0.310703	-0.0905839	-0.677256	-0.492367	0.158121	0.220644	-0.461888
-0.0346799	-0.277592	-0.065547	-0.378799	0.0244842	-0.0355072	0.00808834	0.291227	-0.217057	-0.203518	0.346737	0.0449275	0.25348	-0.322368	0.0819236	-0.34057	-0.310076	0.0164615	0.165599	0.183077
0.340422	-0.225822	-0.96682	0.241625	0.0587064	-0.52934	0.601693	-0.00939764	0.0515157	-0.0480631	-0.177614	-0.43402	0.441595	0.156578	0.07495	-0.264247	-0.195678	0.579679	0.119702	-0.590607
0.196031	0.323686	0.224098	-0.0343419	0.431806	-0.0848082	0.570329	0.0420524	-0.230881	0.103715	-0.18726	0.653409	-0.297615	0.25932	0.0607974	0.00508835	0.370868	0.276056	0.708328	0.314357
-0.108911	0.204716	0.0129885	0.052018	0.12904	0.614781	0.0588163	-0.119841	0.0839494	-0.326958	-0.189043	0.256622	-0.105939	0.303391	0.293925	-0.0250067	-0.0871536	-0.0762087	-0.253053	0.0551976
-0.357628	0.776415	0.422921	-0.130027	-0.517761	0.309685	-0.211961	0.126978	0.0751602	-0.155692	0.622025	0.0831576	-0.261548	0.254811	0.847574	-0.277608	-0.00152681	-0.46519	-0.590389	0.306196
0.396393	0.799426	0.346863	-0.2664	0.0189289	0.186611	0.353919	-0.214206	0.0894014	-0.0976951	0.399338	0.132746	0.179264	0.474557	0.422414	0.463439	0.162623	-0.531582	-0.47395	-0.0415736
0.353481	0.145757	-0.0431529	-0.809496	0.00896401	-0.347118	0.112764	-0.151158	-0.409379	0.367519	-0.478157	0.330947	-0.0361278	-0.142582	-0.525033	0.331516	0.123274	0.440267	0.622008	-0.0859907
-0.229328	0.467759	0.19023	0.346798	0.273218	-0.294054	-0.0147047	-0.0518133	-0.477314	0.411683	0.136543	0.0720226	-0.0153902	0.540237	0.320092	0.355229	0.273198	0.038075	-0.0448452	-0.150622
0.333167	0.954828	0.0571751	0.0440742	0.616333	-0.37272	0.450228	-0.0803301	-0.629022	-0.577033	0.923866	0.392529	0.0698348	0.328382	0.529124	0.885188	0.157951	-0.551436	0.797194	0.188583
-0.182754	0.112941	0.028602	0.117387	0.174324	-0.0583744	0.183426	0.14184	-0.120462	-0.242702	0.447715	-0.0738674	-0.00055092	0.442162	0.156879	0.337585	0.621338	-0.0531194	0.31788	0.477325
-0.336282	0.296682	0.364472	0.215248	0.322523	0.00126358	-0.0871229	0.0860968	-0.17854	-0.298276	0.247996	0.200188	-0.251052	0.183807	0.14945	0.367327	0.427882	-0.146649	0.326137	0.569874
-0.593457	0.354467	0.436058	1.05046	0.729786	0.0435686	-0.457335	0.0522774	-0.233922	-0.971689	0.661828	-0.538831	0.536226	0.236579	1.23795	0.672493	0.694042	-0.524271	0.951283	0.396655
-0.286134	0.12682	-0.116079	-0.186536	-0.0832614	-0.432159	0.37385	0.0582644	-0.253155	0.413305	0.436854	0.158092	0.187387	0.403345	-0.0415788	0.481271	0.0599622	-0.103246	0.398859	-0.307116
0.46101	-0.258658	-0.262566	-0.0481374	-0.126629	-0.187463	0.21422	0.0781216	0.0766137	-0.109288	0.521225	-0.198531	0.410081	0.13121	0.317315	-0.0374156	-0.218414	-0.0790312	0.0593535	-0.257594
0.308847	-0.324102	-0.519632	0.144865	0.253455	-0.14097	0.375729	0.0602915	-0.0271956	0.0777663	-0.0409486	-0.333194	0.445249	0.100752	0.210617	0.0805147	-0.298453	-0.0951022	0.477225	-0.491974
-0.319029	0.22786	0.443824	-0.137704	-0.0731952	0.307524	-0.0646387	-0.0339616	0.239627	-0.568354	0.0748503	-0.140845	-0.543363	-0.213989	-0.745758	1.02518	-0.292838	0.537525	-0.718627	-1.23911
0.00312167	-0.532846	0.0545901	-0.202614	0.00700391	0.227717	-0.517516	-0.34816	0.597438	0.196276	0.550836	-0.369892	-0.121799	-0.341446	-0.224343	0.257685	0.212346	0.282422	-0.297237	0.292584
-0.0135762	-0.345532	0.0554595	0.163354	0.522619	-0.0110197	-0.490882	-0.121732	-0.175022	0.120498	0.0621786	-0.281139	0.0272052	-0.263655	-0.148542	-0.314516	-0.339589	-0.097821	0.0784617	0.301912
0.230077	0.607938	-0.34797	0.447789	0.356155	-0.32127	0.253992	0.646861	-0.0198227	0.931866	0.321349	0.210196	-0.280499	0.261972	0.159481	-0.155676	-0.434345	-0.0780044	0.85239	0.278817
0.501159	0.240905	0.446837	0.978441	0.647411	0.165071	-0.44253	0.319628	0.0708268	0.199162	-0.613711	0.0964188	-0.287811	0.681939	0.400948	-0.0228445	0.428489	-0.507187	0.622454	0.731238
-0.712396	-0.221274	0.143244	-0.27915	-0.304139	0.320452	-0.0370719	0.475941	0.424733	0.057548	-0.342571	-0.0481964	-0.355672	0.376109	-0.428482	-0.72059	-0.773423	0.200667	-0.565228	-0.485507
-0.0295224	0.402371	0.514584	0.424649	0.637318	-0.231829	0.25167	-0.288308	0.0176543	-0.549325	-0.14306	0.64194	-0.371631	0.0897557	0.733457	0.248876	0.448739	-0.153508	0.605413	0.6244
0.0593648	-0.629963	-0.199506	-0.154832	-0.410646	0.131166	-0.084777	0.331892	0.226957	-0.253062	-0.38679	-0.175788	0.531757	-0.46128	-0.089892	-0.662314	-0.513676	-0.0469833	0.290657	-0.284048
0.116578	0.635519	0.815407	0.700867	0.693907	-0.315995	-0.173313	-0.0451979	0.43087	0.503495	0.685279	-0.264418	-0.361305	0.326162	0.453558	0.306252	0.570944	-0.307609	0.965631	0.787203
-0.0782462	-0.0485372	-0.691275	0.0985467	0.263516	0.0865882	0.0275676	0.0966127	-0.239531	0.135825	-0.0633857	-0.566189	0.338798	0.160764	0.217608	-0.203346	-0.081855	0.0143674	-0.330895	-0.0966772
-0.0890245	-0.307718	-0.346632	0.433601	0.549004	-0.152686	-0.238959	0.215078	-0.21102	0.379373	0.437832	-0.637533	0.357035	-0.119648	0.188594	-0.0907851	-0.137162	0.355491	0.17339	0.0272631
-0.0311093	-0.1004	-0.107936	-0.269676	-0.057659	-0.0701739	0.297339	-0.00502493	-0.268152	0.0712605	0.247542	0.184393	0.203266	-0.174969	0.0332114	-0.28283	-0.164363	-0.124992	0.0843314	-0.146896
